primaryTitle,originalTitle,isAdult,startYear,endYear,runtimeMinutes,genres
Montage,Mong-ta-joo,0,2013,\N,120,Crime Mystery Thriller
Cold Eyes,Gamsijadeul,0,2013,\N,119,Action Crime Thriller
The Theory of Everything,The Theory of Everything,0,2014,\N,123,Biography Drama Romance
The Hundred-Foot Journey,The Hundred-Foot Journey,0,2014,\N,122,Comedy Drama
Highway,Highway,0,2014,\N,133,Crime Drama Romance
Patema Inverted,Sakasama no Patema,0,2013,\N,98,Adventure Animation Drama
The Terror Live,Deu tae-ro ra-i-beu,0,2013,\N,97,Action Crime Drama
Tangerines,Mandariinid,0,2013,\N,87,Drama War
Stromberg - The Movie,Stromberg - Der Film,0,2014,\N,123,Comedy
Wild Tales,Relatos salvajes,0,2014,\N,122,Comedy Drama Thriller
Rurouni Kenshin: The Legend Ends,Rurôni Kenshin: Densetsu no saigo-hen,0,2014,\N,134,Action Adventure Drama
Rurouni Kenshin Part II: Kyoto Inferno,Rurôni Kenshin: Kyôto taika-hen,0,2014,\N,138,Action Adventure Drama
Dìdi,Dìdi,0,2024,\N,93,Comedy Drama
Will & Harper,Will & Harper,0,2024,\N,114,Documentary
Demon Slayer: Kimetsu No Yaiba - To the Hashira Training,Kimetsu no Yaiba Hashira Geiko-hen,0,2024,\N,104,Action Adventure Animation
The Jungle Book,The Jungle Book,0,2016,\N,106,Action Adventure Animation
Who Am I,Who Am I - Kein System ist sicher,0,2014,\N,102,Crime Drama Mystery
Attarintiki Daredi,Attarintiki Daredi,0,2013,\N,170,Action Comedy Drama
Before I Disappear,Before I Disappear,0,2014,\N,93,Adventure Drama
The Conjuring 2,The Conjuring 2,0,2016,\N,134,Horror Mystery Thriller
Creed,Creed,0,2015,\N,133,Action Drama Sport
Kaam Chalu Hai,Kaam Chalu Hai,0,2024,\N,82,Drama
The Greatest Night in Pop,The Greatest Night in Pop,0,2024,\N,96,Documentary Music
Crazxy,Crazxy,0,2025,\N,93,Thriller
Magical Girl,Magical Girl,0,2014,\N,127,Drama Thriller
Tim's Vermeer,Tim's Vermeer,0,2013,\N,80,Documentary History
The Treatment,De behandeling,0,2014,\N,131,Crime Drama Mystery
No Other Land,No Other Land,0,2024,\N,92,Documentary
Article 370,Article 370,0,2024,\N,158,Action Drama Thriller
Black Bag,Black Bag,0,2025,\N,93,Drama Romance Thriller
Memories,Memories,0,2013,\N,132,Crime Mystery Thriller
The Miracle,Mucize,0,2015,\N,136,Comedy Drama History
How to Make Millions Before Grandma Dies,Lahn Mah,0,2024,\N,125,Comedy Drama Family
Department Q: The Absent One,Fasandræberne,0,2014,\N,119,Crime Drama Mystery
Race Gurram,Race Gurram,0,2014,\N,163,Action Comedy
A Small September Affair,Bi Küçük Eylül Meselesi,0,2014,\N,106,Drama Mystery Romance
Tamasha,Tamasha,0,2015,\N,139,Comedy Drama Romance
A Brilliant Young Mind,X+Y,0,2014,\N,111,Drama Romance
Hope,So-won,0,2013,\N,122,Drama
We Will Dance Again,We Will Dance Again,0,2024,\N,90,Documentary
Pride,Pride,0,2014,\N,119,Biography Comedy Drama
Room,Room,0,2015,\N,118,Drama Thriller
Theeb,Theeb,0,2014,\N,100,Adventure Drama Thriller
Look Back,Rukku bakku,0,2024,\N,58,Animation Drama
The Boy and the World,O Menino e o Mundo,0,2013,\N,80,Adventure Animation Family
Fantastic Beasts and Where to Find Them,Fantastic Beasts and Where to Find Them,0,2016,\N,132,Adventure Family Fantasy
Palm Trees in the Snow,Palmeras en la nieve,0,2015,\N,163,Drama Romance
Free to Play,Free to Play,0,2014,\N,75,Action Documentary
Trumbo,Trumbo,0,2015,\N,124,Biography Drama
All We Imagine as Light,All We Imagine as Light,0,2024,\N,118,Drama Romance
The Seed of the Sacred Fig,Dane-ye anjir-e ma'abed,0,2024,\N,167,Crime Drama Thriller
A Beautiful Day in the Neighborhood,A Beautiful Day in the Neighborhood,0,2019,\N,109,Biography Drama Family
Rekhachithram,Rekhachithram,0,2025,\N,147,Drama Mystery Thriller
Cruella,Cruella,0,2021,\N,134,Adventure Comedy Crime
Spare Parts,Spare Parts,0,2015,\N,114,Biography Drama History
Sookshma Darshini,Sookshmadarshini,0,2024,\N,142,Comedy Mystery Thriller
Soaked in Bleach,Soaked in Bleach,0,2015,\N,90,Crime Documentary
Little England,Mikra Anglia,0,2013,\N,132,Drama Romance
Marshland,La isla mínima,0,2014,\N,105,Crime Mystery Thriller
Loving Vincent,Loving Vincent,0,2017,\N,94,Animation Drama Mystery
Sully,Sully,0,2016,\N,96,Biography Drama
Trial by Fire,Trial by Fire,0,2018,\N,127,Biography Drama
The Internet's Own Boy: The Story of Aaron Swartz,The Internet's Own Boy: The Story of Aaron Swartz,0,2014,\N,105,Biography Crime Documentary
Requiem for the American Dream,Requiem for the American Dream,0,2015,\N,73,Biography Documentary News
Sipahi,Sipahi,0,2024,\N,62,Drama
Little Women,Little Women,0,2019,\N,135,Drama Romance
Behzat Ç.: Ankara Is on Fire,Behzat Ç.: Ankara Yaniyor...,0,2013,\N,97,Action Crime Drama
Kalinga,Kalinga,0,2024,\N,116,Horror
Jung Kook: I Am Still,Jung Kook: I Am Still,0,2024,\N,90,Documentary Music
Rams,Hrútar,0,2015,\N,93,Drama
The 12th Man,Den 12. mann,0,2017,\N,135,Drama History Thriller
Cowspiracy: The Sustainability Secret,Cowspiracy: The Sustainability Secret,0,2014,\N,90,Documentary
The Class of '92,The Class of '92,0,2013,\N,99,Documentary Sport
Youth,Youth,0,2015,\N,124,Comedy Drama Music
Logan,Logan,0,2017,\N,137,Action Drama Sci-Fi
Still Alice,Still Alice,0,2014,\N,101,Drama
Attack on Titan the Movie: The Last Attack,Shingeki no Kyojin: The Last Attack,0,2024,\N,145,Action Adventure Animation
Concussion,Concussion,0,2015,\N,123,Biography Drama Sport
Queen,Queen,0,2013,\N,146,Adventure Comedy Drama
Human,Human,0,2015,\N,263,Documentary
Stand by Me Doraemon,Stand by Me Doraemon,0,2014,\N,95,Animation Comedy Drama
Solo Leveling: ReAwakening,Solo Leveling: ReAwakening,0,2024,\N,121,Action Adventure Animation
The Mafia Kills Only in Summer,La mafia uccide solo d'estate,0,2013,\N,90,Comedy Crime Drama
Stan & Ollie,Stan & Ollie,0,2018,\N,98,Biography Comedy Drama
Haider,Haider,0,2014,\N,160,Action Crime Drama
Ulidavaru Kandanthe,Ulidavaru Kandanthe,0,2014,\N,154,Crime Drama Thriller
Sicario,Sicario,0,2015,\N,121,Action Crime Drama
When Marnie Was There,Omoide no Mânî,0,2014,\N,103,Animation Drama Family
The Attorney,Byeon-ho-in,0,2013,\N,127,Crime Drama History
Timbuktu,Timbuktu,0,2014,\N,96,Drama War
A Monster Calls,A Monster Calls,0,2016,\N,108,Adventure Drama Family
What We Do in the Shadows,What We Do in the Shadows,0,2014,\N,86,Comedy Horror
The End of the Tour,The End of the Tour,0,2015,\N,106,Biography Drama
Drishyam,Drishyam,0,2013,\N,160,Crime Drama Mystery
April and the Extraordinary World,Avril et le monde truqué,0,2015,\N,105,Adventure Animation Comedy
Detective Byomkesh Bakshy!,Detective Byomkesh Bakshy!,0,2015,\N,139,Action Crime Drama
Manjhi: The Mountain Man,Manjhi: The Mountain Man,0,2015,\N,120,Biography Drama
War for the Planet of the Apes,War for the Planet of the Apes,0,2017,\N,140,Action Adventure Drama
Virunga,Virunga,0,2014,\N,100,Documentary War
The Hateful Eight,The Hateful Eight,0,2015,\N,168,Crime Drama Mystery
Fire,Fire,0,2025,\N,132,Crime
The Blue Elephant,The Blue Elephant,0,2014,\N,170,Crime Drama Horror
The Lobster,The Lobster,0,2015,\N,119,Drama Romance Sci-Fi
Sing,Sing,0,2016,\N,108,Animation Comedy Family
My King,Mon roi,0,2015,\N,124,Drama Romance
The Walk,The Walk,0,2015,\N,123,Adventure Biography Drama
Mardaani,Mardaani,0,2014,\N,113,Action Crime Drama
My Big Fat Bride,Dum Laga Ke Haisha,0,2015,\N,109,Comedy Drama Romance
Ne Zha 2,Nezha: Mo tong nao hai,0,2025,\N,143,Action Adventure Animation
Captain America: Civil War,Captain America: Civil War,0,2016,\N,147,Action Sci-Fi
Race,Race,0,2016,\N,134,Biography Drama Sport
Assassination,Amsal,0,2015,\N,140,Action Drama Thriller
Thor: Ragnarok,Thor: Ragnarok,0,2017,\N,130,Action Adventure Comedy
Richard Jewell,Richard Jewell,0,2019,\N,131,Biography Crime Drama
The Disaster Artist,The Disaster Artist,0,2017,\N,104,Biography Comedy Drama
The Look of Silence,The Look of Silence,0,2014,\N,103,Biography Documentary History
Moana,Moana,0,2016,\N,107,Adventure Animation Comedy
Baida,Baida,0,2025,\N,109,Adventure Sci-Fi Thriller
American Made,American Made,0,2017,\N,115,Action Comedy Crime
The Admiral: Roaring Currents,Myeong-ryang,0,2014,\N,128,Action History War
45 Years,45 Years,0,2015,\N,95,Drama Romance
Sing Street,Sing Street,0,2016,\N,106,Comedy Drama Music
The Bélier Family,La famille Bélier,0,2014,\N,106,Comedy Drama Music
Captain Fantastic,Captain Fantastic,0,2016,\N,118,Comedy Drama
The Fool,Durak,0,2014,\N,116,Crime Drama Thriller
Jigarthanda,Jigarthanda,0,2014,\N,171,Comedy Crime Drama
Bilal: A New Breed of Hero,Bilal: A New Breed of Hero,0,2015,\N,105,Action Adventure Animation
West Side Story,West Side Story,0,2021,\N,156,Crime Drama Musical
Incredibles 2,Incredibles 2,0,2018,\N,118,Action Adventure Animation
A Street Cat Named Bob,A Street Cat Named Bob,0,2016,\N,103,Biography Drama Family
Mommy,Mommy,0,2014,\N,139,Drama
Ankhon Dekhi,Ankhon Dekhi,0,2013,\N,107,Comedy Drama
Kilo Two Bravo,Kajaki,0,2014,\N,108,Biography Drama Thriller
Allied,Allied,0,2016,\N,124,Action Drama Romance
Let's Sin,Itirazim Var,0,2014,\N,110,Action Crime Drama
The Martian,The Martian,0,2015,\N,144,Adventure Drama Sci-Fi
The Dig,The Dig,0,2021,\N,112,Biography Drama History
The Red Turtle,La tortue rouge,0,2016,\N,80,Animation Drama Family
Bangalore Days,Bangalore Days,0,2014,\N,171,Comedy Drama Romance
Holding the Man,Holding the Man,0,2015,\N,127,Biography Drama History
The Salt of the Earth,The Salt of the Earth,0,2014,\N,110,Biography Documentary History
Badlapur,Badlapur,0,2015,\N,134,Action Crime Drama
Bridge of Spies,Bridge of Spies,0,2015,\N,142,Drama History Thriller
The Red Pill,The Red Pill,0,2016,\N,108,Documentary
A Hard Day,Kkeutkkaji ganda,0,2014,\N,111,Action Crime Thriller
Coming Soon,Pek Yakinda,0,2014,\N,134,Comedy Drama Romance
Heidi,Heidi,0,2015,\N,111,Drama Family
Remember,Remember,0,2015,\N,94,Drama Mystery Thriller
Elvis,Elvis,0,2022,\N,159,Biography Drama Music
Elle,Elle,0,2016,\N,130,Crime Drama Thriller
The Last: Naruto the Movie,The Last: Naruto the Movie,0,2014,\N,112,Action Adventure Animation
My All-American,My All-American,0,2015,\N,118,Biography Drama Sport
Maudie,Maudie,0,2016,\N,115,Biography Drama Romance
Bajirao Mastani,Bajirao Mastani,0,2015,\N,158,Action Drama History
Lion,Lion,0,2016,\N,118,Biography Drama
NH 10,NH10,0,2015,\N,115,Action Crime Drama
The Second Mother,Que Horas Ela Volta?,0,2015,\N,112,Comedy Drama
Bogowie,Bogowie,0,2014,\N,120,Biography Drama
Rogue One: A Star Wars Story,Rogue One,0,2016,\N,133,Action Adventure Sci-Fi
The Wife,The Wife,0,2017,\N,99,Drama
Truman,Truman,0,2015,\N,108,Comedy Drama
Our Little Sister,Umimachi Diary,0,2015,\N,127,Drama Family
Piku,Piku,0,2015,\N,123,Comedy Drama
Snowden,Snowden,0,2016,\N,134,Biography Crime Drama
La La Land,La La Land,0,2016,\N,128,Comedy Drama Music
The Brand New Testament,Le tout nouveau testament,0,2015,\N,114,Comedy Drama Fantasy
The Nice Guys,The Nice Guys,0,2016,\N,116,Action Comedy Crime
Kaththi,Kaththi,0,2014,\N,166,Action Drama
Son of Saul,Saul fia,0,2015,\N,107,Drama War
Dragon Ball Z: Resurrection 'F',Doragon Bôru Zetto Fukkatsu no 'Efu',0,2015,\N,94,Action Adventure Animation
Velaiyilla Pattathari,Velaiilla Pattadhari,0,2014,\N,133,Action Comedy Drama
Tangerine,Tangerine,0,2015,\N,88,Comedy Crime Drama
Labyrinth of Lies,Im Labyrinth des Schweigens,0,2014,\N,124,Drama History
Only the Brave,Only the Brave,0,2017,\N,134,Action Biography Drama
Land of Mine,Under sandet,0,2015,\N,100,Drama History War
Baby,Baby,0,2015,\N,159,Action Thriller
Dope,Dope,0,2015,\N,103,Adventure Comedy Crime
Mune: Guardian of the Moon,Mune: Le Gardien de la Lune,0,2014,\N,85,Adventure Animation Comedy
Bajrangi Bhaijaan,Bajrangi Bhaijaan,0,2015,\N,163,Action Adventure Comedy
Baby Driver,Baby Driver,0,2017,\N,113,Action Crime Drama
Leave No Trace,Leave No Trace,0,2018,\N,109,Adventure Drama
That Sugar Film,That Sugar Film,0,2014,\N,90,Documentary
Guardians of the Galaxy Vol. 2,Guardians of the Galaxy Vol. 2,0,2017,\N,136,Action Adventure Comedy
The Breadwinner,The Breadwinner,0,2017,\N,94,Animation Drama Family
Worlds Apart,Enas allos kosmos,0,2015,\N,113,Drama Romance
Puss in Boots: The Last Wish,Puss in Boots: The Last Wish,0,2022,\N,102,Action Adventure Animation
Brian Banks,Brian Banks,0,2018,\N,99,Biography Drama Sport
Muhammad: The Messenger of God,Mohammad Rasoolollah,0,2015,\N,162,Biography Drama History
The Siege of Jadotville,The Siege of Jadotville,0,2016,\N,108,Action Drama Thriller
Mustang,Mustang,0,2015,\N,97,Drama
Okja,Okja,0,2017,\N,120,Action Adventure Drama
The Crow's Egg,Kaakkaa Muttai,0,2014,\N,109,Comedy Drama
The Tale,The Tale,0,2018,\N,114,Biography Drama Mystery
The Book of Vision,The Book of Vision,0,2020,\N,99,Drama Mystery
The Handmaiden,Ah-ga-ssi,0,2016,\N,145,Drama Romance Thriller
Suburra,Suburra,0,2015,\N,130,Action Crime Drama
Manchester by the Sea,Manchester by the Sea,0,2016,\N,137,Drama
Citizenfour,Citizenfour,0,2014,\N,114,Biography Documentary
Toni Erdmann,Toni Erdmann,0,2016,\N,162,Comedy Drama
Firebird,Firebird,0,2021,\N,107,Biography Drama Romance
The Unknown Soldier,Tuntematon sotilas,0,2017,\N,132,Drama War
The Nightingale,The Nightingale,0,2018,\N,136,Adventure Drama Thriller
A Man Called Ove,En man som heter Ove,0,2015,\N,116,Comedy Drama Romance
Dheepan,Dheepan,0,2015,\N,115,Crime Drama
Whisper If I Forget,Unutursam Fisilda,0,2014,\N,118,Drama Music Romance
The Lego Batman Movie,The Lego Batman Movie,0,2017,\N,104,Action Adventure Animation
Cartel Land,Cartel Land,0,2015,\N,100,Documentary
The Legend of Maula Jatt,The Legend of Maula Jatt,0,2022,\N,153,Action Drama Fantasy
Listen to Me Marlon,Listen to Me Marlon,0,2015,\N,103,Biography Documentary
Avengers: Infinity War,Avengers: Infinity War,0,2018,\N,149,Action Adventure Sci-Fi
Avengers: Endgame,Avengers: Endgame,0,2019,\N,181,Action Adventure Sci-Fi
Don't Breathe,Don't Breathe,0,2016,\N,88,Crime Horror Thriller
Chaar Sahibzaade,Chaar Sahibzaade,0,2014,\N,135,Animation History
M.S. Dhoni: The Untold Story,M.S. Dhoni: The Untold Story,0,2016,\N,184,Biography Drama Sport
13 Hours: The Secret Soldiers of Benghazi,13 Hours: The Secret Soldiers of Benghazi,0,2016,\N,144,Action Drama History
Anthropoid,Anthropoid,0,2016,\N,120,Action Drama History
Lemonade,Limonata,0,2015,\N,110,Comedy Drama
Telling Tales,Bana Masal Anlatma,0,2015,\N,103,Comedy Fantasy Romance
Mr. Church,Mr. Church,0,2016,\N,104,Comedy Drama
Molly's Game,Molly's Game,0,2017,\N,140,Biography Crime Drama
Victoria,Victoria,0,2015,\N,138,Crime Drama Romance
Cobain: Montage of Heck,Cobain: Montage of Heck,0,2015,\N,132,Animation Biography Documentary
The Last Duel,The Last Duel,0,2021,\N,152,Drama History Thriller
Going Clear: Scientology & the Prison of Belief,Going Clear: Scientology and the Prison of Belief,0,2015,\N,119,Documentary
Miracles from Heaven,Miracles from Heaven,0,2016,\N,109,Biography Drama Family
Yennai Arindhaal,Yennai Arindhaal,0,2015,\N,168,Action Crime Drama
Krisha,Krisha,0,2015,\N,83,Drama
The Boy and the Beast,Bakemono no ko,0,2015,\N,119,Action Adventure Animation
The Beauty Inside,Byuti insaideu,0,2015,\N,127,Drama Fantasy Romance
The Founder,The Founder,0,2016,\N,115,Biography Drama
"What Happened, Miss Simone?","What Happened, Miss Simone?",0,2015,\N,101,Biography Documentary Music
Embrace of the Serpent,El abrazo de la serpiente,0,2015,\N,125,Adventure Biography Drama
Sweet Bean,An,0,2015,\N,113,Drama
Kubo and the Two Strings,Kubo and the Two Strings,0,2016,\N,101,Action Adventure Animation
Ivy,Sarmasik,0,2015,\N,104,Drama Fantasy Thriller
I'm No Longer Here,Ya no estoy aquí,0,2019,\N,112,Drama
Julieta,Julieta,0,2016,\N,99,Drama Mystery Romance
Black Hawk Down,Black Hawk Down,0,1997,\N,57,Documentary
Being 17,Quand on a 17 ans,0,2016,\N,114,Drama Romance
Queen of Katwe,Queen of Katwe,0,2016,\N,124,Biography Drama Sport
The Last Black Man in San Francisco,The Last Black Man in San Francisco,0,2019,\N,121,Drama
The King's Choice,Kongens Nei,0,2016,\N,133,Biography Drama History
Taxi,Taxi,0,2015,\N,82,Comedy Drama
The Peanut Butter Falcon,The Peanut Butter Falcon,0,2019,\N,97,Adventure Comedy Drama
The Innocents,Les innocentes,0,2016,\N,115,Drama History
Aferim!,Aferim!,0,2015,\N,108,Adventure Comedy Drama
The Club,El club,0,2015,\N,98,Drama Mystery Thriller
20th Century Women,20th Century Women,0,2016,\N,119,Comedy Drama
Airlift,Airlift,0,2016,\N,130,Drama History
Kedi,Kedi,0,2016,\N,79,Documentary
John Wick: Chapter 2,John Wick: Chapter 2,0,2017,\N,122,Action Crime Thriller
Papanasam,Papanasam,0,2015,\N,179,Crime Drama Mystery
Pyaar Ka Punchnama 2,Pyaar Ka Punchnama 2,0,2015,\N,137,Comedy Drama Romance
Drishyam,Drishyam,0,2015,\N,163,Crime Drama Mystery
RangiTaranga,RangiTaranga,0,2015,\N,149,Mystery Thriller
Udta Punjab,Udta Punjab,0,2016,\N,148,Crime Drama
Temper,Temper,0,2015,\N,147,Action Crime Drama
Paddington 2,Paddington 2,0,2017,\N,103,Adventure Comedy Family
Giant Little Ones,Giant Little Ones,0,2018,\N,93,Drama
Gifted,Gifted,0,2017,\N,101,Drama
Gran Turismo,Gran Turismo,0,2023,\N,134,Action Adventure Drama
Miss Sloane,Miss Sloane,0,2016,\N,132,Drama
Nocturnal Animals,Nocturnal Animals,0,2016,\N,116,Drama Thriller
Darkest Hour,Darkest Hour,0,2017,\N,125,Biography Drama History
The Distinguished Citizen,El ciudadano ilustre,0,2016,\N,118,Comedy Drama
Patriots Day,Patriots Day,0,2016,\N,133,Action Crime Drama
Endless Corridor,Endless Corridor,0,2014,\N,52,Documentary History
Christopher Robin,Christopher Robin,0,2018,\N,104,Adventure Comedy Drama
Can You Ever Forgive Me?,Can You Ever Forgive Me?,0,2018,\N,106,Biography Comedy Crime
Boruto: Naruto the Movie,Boruto: Naruto the Movie,0,2015,\N,95,Action Adventure Animation
Like Crazy,La pazza gioia,0,2016,\N,116,Comedy Drama
Shot Caller,Shot Caller,0,2017,\N,121,Crime Drama Thriller
Spider-Man: Into the Spider-Verse,Spider-Man: Into the Spider-Verse,0,2018,\N,117,Action Adventure Animation
Masaan,Masaan,0,2015,\N,109,Drama
Sachin - A Billion Dreams,Sachin,0,2017,\N,138,Documentary Sport
On the Basis of Sex,On the Basis of Sex,0,2018,\N,120,Biography Drama History
Premam,Premam,0,2015,\N,156,Comedy Drama Romance
The Death of Stalin,The Death of Stalin,0,2017,\N,107,Comedy Drama History
Hunt for the Wilderpeople,Hunt for the Wilderpeople,0,2016,\N,101,Adventure Comedy Drama
The Young Offenders,The Young Offenders,0,2016,\N,83,Adventure Comedy Crime
Srimanthudu,Srimanthudu,0,2015,\N,158,Action Drama
Klaus,Klaus,0,2019,\N,96,Adventure Animation Comedy
Divines,Divines,0,2016,\N,105,Crime Drama
The Mauritanian,The Mauritanian,0,2021,\N,129,Biography Crime Drama
In This Corner (and Other Corners) of the World,Kono sekai no katasumi ni,0,2016,\N,129,Animation Drama History
Flow,Straume,0,2024,\N,85,Adventure Animation Family
The Best of Enemies,The Best of Enemies,0,2019,\N,133,Biography Drama History
Te3n,Te3n,0,2016,\N,136,Crime Drama Mystery
Sultan,Sultan,0,2016,\N,170,Action Drama Romance
Uppi 2,Uppi 2,0,2015,\N,135,Action Mystery Thriller
Good Time,Good Time,0,2017,\N,102,Crime Drama Thriller
Into the Inferno,Into the Inferno,0,2016,\N,104,Documentary
Hidden Figures,Hidden Figures,0,2016,\N,127,Biography Drama History
Baahubali 2: The Conclusion,Bãhubali 2: The Conclusion,0,2017,\N,167,Action Drama
Maheshinte Prathikaaram,Maheshinte Prathikaaram,0,2016,\N,120,Comedy Drama
The Invisible Guest,Contratiempo,0,2016,\N,106,Crime Drama Mystery
Guy Ritchie's the Covenant,The Covenant,0,2023,\N,123,Action Drama Thriller
First They Killed My Father,First They Killed My Father,0,2017,\N,136,Biography Drama History
Where to Invade Next,Where to Invade Next,0,2015,\N,120,Comedy Documentary
Megan Leavey,Megan Leavey,0,2017,\N,116,Action Biography Drama
Kapoor & Sons,Kapoor & Sons,0,2016,\N,132,Comedy Crime Drama
Perfect Strangers,Perfetti sconosciuti,0,2016,\N,96,Comedy Drama Thriller
Winter on Fire: Ukraine's Fight for Freedom,Winter on Fire: Ukraine's Fight for Freedom,0,2015,\N,102,Documentary History
Mission: Impossible - Fallout,Mission: Impossible - Fallout,0,2018,\N,147,Action Adventure Thriller
The Age of Shadows,Mil-jeong,0,2016,\N,140,Action History Thriller
Just Mercy,Just Mercy,0,2019,\N,137,Biography Crime Drama
Lady Bird,Lady Bird,0,2017,\N,94,Comedy Drama
Center of My World,Die Mitte der Welt,0,2016,\N,115,Drama Romance
Guilty,Talvar,0,2015,\N,132,Crime Drama Mystery
Graduation,Bacalaureat,0,2016,\N,128,Crime Drama
May God Save Us,Que Dios nos perdone,0,2016,\N,127,Crime Drama Thriller
Till,Till,0,2022,\N,130,Biography Crime Drama
Riphagen,Riphagen,0,2016,\N,131,Biography Drama War
Split,Split,0,2016,\N,117,Horror Thriller
Moonlight,Moonlight,0,2016,\N,111,Drama
24,24,0,2016,\N,164,Action Comedy Drama
Maanaadu,Maanaadu,0,2021,\N,147,Action Adventure Sci-Fi
Thani Oruvan,Thani Oruvan,0,2015,\N,160,Action Crime Drama
Visaaranai,Visaranai,0,2015,\N,117,Crime Drama Thriller
The Square,The Square,0,2017,\N,151,Comedy Drama
Ordinary Angels,Ordinary Angels,0,2024,\N,118,Biography Drama
The New Classmate,Nil Battey Sannata,0,2015,\N,100,Drama Family
Dunkirk,Dunkirk,0,2017,\N,106,Action Drama History
"Three Billboards Outside Ebbing, Missouri","Three Billboards Outside Ebbing, Missouri",0,2017,\N,115,Comedy Crime Drama
Frantz,Frantz,0,2016,\N,113,Drama History Romance
Nosferatu,Nosferatu,0,2024,\N,132,Fantasy Horror Mystery
Get Out,Get Out,0,2017,\N,104,Horror Mystery Thriller
Sicario: Day of the Soldado,Sicario: Day of the Soldado,0,2018,\N,122,Action Crime Drama
Dangal,Dangal,0,2016,\N,161,Action Biography Drama
Two Is a Family,Demain tout commence,0,2016,\N,118,Comedy Drama
Charlie,Charlie,0,2015,\N,130,Adventure Drama Romance
The Fear of 13,The Fear of 13,0,2015,\N,96,Biography Crime Documentary
The Favourite,The Favourite,0,2018,\N,119,Biography Comedy Drama
Papillon,Papillon,0,2017,\N,133,Adventure Biography Crime
To Father with Love,Nannaku Prematho,0,2016,\N,168,Action Drama Thriller
Isle of Dogs,Isle of Dogs,0,2018,\N,101,Adventure Animation Comedy
Raya and the Last Dragon,Raya and the Last Dragon,0,2021,\N,107,Action Adventure Animation
Togo,Togo,0,2019,\N,113,Adventure Biography Drama
Tower,Tower,0,2016,\N,82,Animation Crime Documentary
Wild Rose,Wild Rose,0,2018,\N,101,Drama Music
Aligarh,Aligarh,0,2015,\N,114,Biography Crime Drama
Mrs. Harris Goes to Paris,Mrs. Harris Goes to Paris,0,2022,\N,115,Comedy Drama
"Love, Simon","Love, Simon",0,2018,\N,110,Comedy Drama Romance
"I, Daniel Blake","I, Daniel Blake",0,2016,\N,100,Drama
Young Woman and the Sea,Young Woman and the Sea,0,2024,\N,129,Biography Drama Romance
The Salesman,Forooshande,0,2016,\N,124,Drama Thriller
Wolfwalkers,WolfWalkers,0,2020,\N,103,Action Adventure Animation
South Wind,Juzni vetar,0,2018,\N,130,Crime Drama Thriller
Oasis: Supersonic,Supersonic,0,2016,\N,122,Biography Documentary Music
The Wailing,Gokseong,0,2016,\N,156,Drama Horror
Aquarius,Aquarius,0,2016,\N,146,Drama
The Other Me,Eteros ego,0,2016,\N,101,Crime Drama Mystery
The Other Side of Hope,Toivon tuolla puolen,0,2017,\N,100,Comedy Drama
61 Days,Iftarlik Gazoz,0,2016,\N,115,Drama History
Paterson,Paterson,0,2016,\N,118,Comedy Drama Romance
One Piece Film: Gold,Wan Pîsu Firumu: Gôrudo,0,2016,\N,124,Action Adventure Animation
Sanam Teri Kasam,Sanam Teri Kasam,0,2016,\N,154,Drama Musical Romance
See You Up There,Au revoir là-haut,0,2017,\N,117,Comedy Crime Drama
O.J.: Made in America,O.J.: Made in America,0,2016,\N,467,Biography Crime Documentary
Tickled,Tickled,0,2016,\N,92,Crime Documentary Mystery
Weiner,Weiner,0,2016,\N,96,Documentary
Neerja,Neerja,0,2016,\N,122,Biography Drama Thriller
Sami Blood,Sameblod,0,2016,\N,110,Drama History
After the Storm,Umi yori mo mada fukaku,0,2016,\N,118,Comedy Drama
Marshall,Marshall,0,2017,\N,118,Biography Crime Drama
Jersey,Jersey,0,2022,\N,170,Drama Sport
Nyad,Nyad,0,2023,\N,121,Biography Drama Sport
Irudhi Suttru,Irudhi Suttru,0,2016,\N,109,Drama Sport
Your Name.,Kimi no na wa.,0,2016,\N,106,Animation Drama Fantasy
Never Look Away,Werk ohne Autor,0,2018,\N,189,Biography Drama Romance
Natsamrat,Natsamrat,0,2016,\N,166,Drama Family
Sairat,Sairat,0,2016,\N,174,Drama Romance
A Silent Voice: The Movie,Koe no katachi,0,2016,\N,130,Animation Drama
Twin Peaks: The Missing Pieces,Twin Peaks: The Missing Pieces,0,2014,\N,91,Drama Horror Mystery
Lean on Pete,Lean on Pete,0,2017,\N,121,Adventure Drama Sport
Mirror Game,Aynabaji,0,2016,\N,147,Crime Mystery Thriller
Wind River,Wind River,0,2017,\N,107,Crime Drama Mystery
Sound of Metal,Sound of Metal,0,2019,\N,120,Drama Music
Detroit,Detroit,0,2017,\N,143,Crime Drama History
Official Secrets,Official Secrets,0,2019,\N,112,Biography Crime Drama
Diego Maradona,Diego Maradona,0,2019,\N,130,Biography Documentary Sport
Theri,Theri,0,2016,\N,157,Action Crime Drama
Zero Days,Zero Days,0,2016,\N,116,Documentary
303,303,0,2018,\N,145,Comedy Drama Romance
Kaabil,Kaabil,0,2017,\N,139,Action Crime Drama
Life and a Day,Abad va yek rooz,0,2016,\N,112,Drama
Hotel Mumbai,Hotel Mumbai,0,2018,\N,123,Action Drama History
The Big Sick,The Big Sick,0,2017,\N,120,Comedy Drama Romance
Deadpool 2,Deadpool 2,0,2018,\N,119,Action Adventure Comedy
